word,1,2,3,4,5,6,7,8,9,10,11,12,13
surface,-0.037315,0.878092,1.931703,0.131694,-0.21628,-2.187729,1.055533,1.947212,-0.668308,1.338123,1.062992,-0.651242,0.020456
constant,-0.795151,0.62368,0.821072,1.088054,0.29864,-1.327514,0.78388,0.925217,-0.060513,0.427597,1.416663,0.946724,-0.611754
application,-0.311225,1.118328,0.270918,0.118633,-0.455385,-1.166672,1.196028,2.756339,0.794082,-2.013792,0.879578,-0.477159,0.491057
integral,-1.288588,0.768307,0.147906,0.418076,-0.337354,-0.289397,1.280096,1.094923,0.42238,0.291209,0.322697,-0.272011,0.019364
coordinate,-0.712538,-0.126521,0.749291,0.309623,0.215296,-0.477863,0.815422,1.87574,1.062135,-0.043668,0.136848,-0.52919,0.016651
complete,0.967036,-0.858467,-0.526713,0.049998,-0.226238,0.121503,1.123547,1.246685,-0.442024,-0.078351,0.934919,0.089795,0.405583
root,-1.035468,-0.361343,0.547092,-0.283933,-1.166138,-1.222025,0.072341,-0.078983,-0.28781,0.339113,1.187726,-0.198289,1.059671
length,0.138813,0.173443,0.593753,-0.273191,-1.042072,-1.503311,0.084792,1.787975,-0.83786,1.682225,0.835374,0.688212,0.767463
continuous,-0.985237,0.414059,0.586604,0.147328,0.358584,-1.226261,0.958262,1.925321,-0.148836,0.506412,0.913747,-0.201752,0.149564
logic,-1.523102,1.303202,-0.447104,1.027661,0.171082,0.139046,0.634119,1.219104,0.719335,-0.716398,1.025634,0.311995,1.576483
external,1.669013,-0.79691,-0.781246,0.233455,-1.519925,-0.241468,0.761503,0.398325,0.699468,-0.028453,0.297404,-0.686026,0.701999
side,0.783411,-0.491946,-0.277945,-1.624091,0.028592,-0.914575,1.088815,0.443331,-0.990049,1.592002,0.955954,0.012282,0.01806
unit,1.233968,-0.501189,0.898896,-0.459082,-0.065027,-0.224027,0.465483,2.795799,0.501082,-0.040317,0.720605,-0.275928,-0.188937
equivalent,-0.582087,0.156327,0.210159,-0.180379,-1.118056,-0.427933,0.550807,2.081762,0.066564,-0.149979,0.604676,0.951113,-0.306164
conjecture,-2.087491,0.991389,0.684786,1.024952,0.53903,0.58244,0.111379,-0.117863,-0.1032,0.064438,0.217962,0.755634,0.575934
infinite,-1.282332,1.395839,-0.398203,0.461447,0.395382,-0.688456,-0.544792,0.709727,0.516848,1.047019,1.26916,0.426668,1.187158
operation,1.361844,-0.579017,0.672555,-0.543997,1.148014,-0.465521,0.77899,1.978825,0.815536,-0.536057,1.043228,-0.972669,-0.705917
angle,-0.470605,1.084667,0.89247,-0.111959,0.433157,-1.375984,1.061472,1.311007,-0.515749,2.046539,0.682543,0.85456,0.721979
random,-0.618442,1.167093,-0.127184,0.839443,0.301076,-1.11188,-0.269218,0.833754,0.274168,-0.093561,1.034685,0.510712,1.139798
