word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
regular,0.51727,-1.544516,-0.543941,0.448673,-0.605229,-0.213354,0.388295,-0.136934,1.314712,0.044075,0.537588,-0.021792,-0.184647,1.113802,-0.387383,-0.561624,0.458935
second,0.487642,-1.198078,-0.589247,0.705367,-0.361397,-0.153553,1.175863,0.095574,1.002149,0.237702,0.403959,0.196198,-0.0646,1.726252,0.049718,0.617901,0.611493
triangle,0.696578,-0.02378,0.218917,-0.322626,1.019047,-0.537077,0.556337,0.145681,1.016158,-0.150814,0.284051,0.148789,0.093579,-0.567922,-0.611238,-0.363537,0.49519
subset,0.985841,-0.530139,0.562771,-1.000827,-0.175863,-1.693025,-0.173582,0.642746,0.261805,0.907313,-1.057496,-1.610592,0.587836,-0.674798,-0.447436,-1.235263,0.80833
circle,0.339367,-0.061773,0.442556,-0.011668,0.652383,-0.809385,0.164496,-0.69508,0.439379,-0.188667,0.657722,0.321992,-0.339814,0.459039,-0.589837,0.229236,0.825082
relation,-0.323187,0.486578,0.064625,-1.247354,-0.798356,-0.998413,-0.62916,1.337508,-0.46372,0.54503,0.524594,-0.571909,-0.388143,1.716632,-0.896043,0.423326,0.630481
positive,2.124902,-0.385991,0.455479,-0.217758,-1.588529,-1.349655,-0.344014,0.424915,0.346758,-0.795204,-0.208688,-0.781995,-0.134904,0.838428,-0.432032,0.026272,0.072732
simple,1.38014,-1.149103,0.268899,-0.106894,-0.050175,-1.777125,-0.066389,-0.779023,0.104565,0.084474,-0.012591,-1.727201,-0.284037,-0.516745,-0.38233,0.224793,1.494034
topology,0.48587,-0.019309,1.304773,-0.782824,0.77959,-0.971193,0.139229,1.141396,0.359221,-0.062982,-1.534702,-1.254695,-0.385782,-1.278336,-0.799657,-0.980342,1.095534
category,0.319914,-1.022585,0.002446,0.056704,-0.281389,-1.185738,-0.465576,0.221204,0.543708,-0.316211,0.099792,-0.773416,0.2058,1.558982,-0.404092,-0.948976,-0.154167
surface,2.678436,-1.044058,-0.984008,0.43611,1.692183,-0.936734,-0.33294,0.642229,-0.111679,-0.214816,-0.438702,-0.484513,-0.082384,-0.539359,-1.399564,0.309955,1.371334
constant,1.532257,-0.557559,-0.368131,-0.562256,-0.177955,-1.222619,0.261741,0.863919,0.101931,-0.087878,-0.999485,-0.741901,-1.266121,-0.230945,-0.716657,1.029761,0.517965
application,1.098588,-0.829754,-0.198452,-0.486712,-0.254776,-0.414144,-1.07278,0.615425,-0.85436,-0.455606,-1.07797,-2.232985,-0.17686,0.762586,-0.212566,-1.384771,2.127289
integral,0.039358,-0.451133,0.478672,-0.443318,0.427449,-1.312243,-0.026291,0.902347,0.163644,-0.180361,-0.893842,-0.687188,-0.640658,-0.332812,-1.064165,-0.199248,1.328705
coordinate,0.553795,0.118448,-0.380251,-1.320756,0.373155,-0.497417,-0.357853,1.608337,0.065873,0.39109,-0.50091,-0.346944,-0.114143,0.466056,-0.894648,-0.738371,1.490593
complete,0.202699,-0.599677,-0.269332,0.283052,0.415378,0.181089,0.859637,-0.789924,-0.248596,0.347827,-0.111081,-0.21138,-0.678602,1.70898,-0.565761,-0.06153,1.100229
root,1.074482,-0.065469,0.422088,0.112428,0.080517,-1.362664,-0.535831,-0.106522,0.081521,0.165887,0.77685,-0.876658,0.725439,0.212346,-0.991363,0.423868,0.101165
length,2.007546,-1.339861,-0.709036,0.721634,0.971189,-1.213769,0.190976,-0.632225,0.956994,0.529378,-0.592966,-0.490931,0.386699,0.357075,-0.721676,0.100102,0.145343
continuous,1.388875,-0.996864,-0.585891,-0.395406,0.4669,-1.122188,-0.30742,-0.064358,-0.152862,-0.001238,-0.589708,-0.429401,-0.935364,-0.001795,-1.207881,-0.392273,1.184555
logic,0.447167,-0.080839,1.86309,-1.082007,0.035354,-1.19267,-0.332449,0.2811,0.129816,0.455119,-1.019724,-1.521117,-1.306439,0.070392,0.37123,-0.813306,1.092804
external,-0.240961,-0.272737,0.085274,0.650011,1.121459,0.001164,0.362514,0.163657,0.038597,-0.704614,0.483041,-0.699052,0.471298,2.362731,0.091796,-0.423109,-0.13742
side,0.815979,-1.37298,-0.925391,0.634238,0.448586,-0.752034,1.290281,-0.41229,0.694961,-0.010642,1.025909,0.400015,0.152027,0.283989,-0.975591,0.477357,1.140212
unit,1.225192,-0.829904,-1.361297,0.161918,0.800523,0.340839,-0.473101,0.370893,-0.559383,0.92004,-0.838462,0.104317,0.157479,1.577703,-0.112804,-0.627995,1.689002
equivalent,0.533636,-0.980962,-0.393387,0.220468,-0.268156,-0.965868,-0.550815,0.03641,0.047599,0.849293,-1.49747,-0.921333,0.401671,0.898342,-0.425188,0.023621,0.626499
conjecture,0.314152,0.800874,1.633168,-0.741227,-0.093988,-0.646402,-0.387734,0.555708,0.417716,0.702035,-1.353161,-0.689836,-0.907604,-1.52672,-0.500999,0.751729,-0.072271
infinite,1.513017,0.337472,1.147209,-1.180815,0.233556,-1.777066,0.27356,-0.015887,1.08858,-0.37539,-0.654328,-0.025581,-0.650191,-0.495168,0.623914,-0.156779,0.84085
operation,0.838004,-0.645445,-1.847867,-0.554011,0.511164,0.594027,-0.561852,0.690433,-0.950287,0.064246,0.494542,0.188576,-0.492475,1.16571,0.146002,-0.551928,1.925589
angle,2.080545,-1.210976,0.009959,0.226584,1.102796,-1.156186,0.3718,0.420224,1.27248,0.290608,-0.534443,0.06839,-0.774521,-0.805074,-0.984616,0.29172,1.137221
random,1.729438,-0.0963,0.374128,-0.718361,-0.006567,-1.019016,-0.282711,0.073578,0.638807,-0.079695,-0.194939,-1.424489,-0.687414,-0.349104,0.521581,-0.30532,0.347593
basis,0.869272,-0.639761,-0.456623,-0.422425,-0.442856,-0.689604,-0.538814,0.424873,-0.05165,0.786155,-0.267642,-0.604692,-0.477276,1.361101,-0.734409,-0.277393,0.80016
natural,1.186653,0.372438,-0.275991,-0.228186,0.810299,-0.91367,-0.64468,0.070699,-0.822476,-0.196662,0.588834,-1.193846,0.145883,0.934315,-2.100174,0.11731,0.044313
power,1.220214,-0.451033,-1.016171,-0.236021,-0.205139,-0.255065,-0.261956,0.134916,-0.089023,0.126158,-0.056023,0.009115,-0.119462,1.009994,0.070355,0.430403,2.116002
area,1.090423,0.041577,-1.416844,-0.153543,0.992122,0.025563,0.138101,-0.678809,-0.572485,0.408514,0.679863,0.278201,0.957826,1.439575,-2.64218,-0.423441,1.016517
open,0.138099,-0.811252,-0.890367,0.218013,0.362978,0.098661,0.693798,-0.673838,0.050905,-0.74671,0.959527,-0.113178,0.082004,1.285516,-0.935128,-0.55027,1.208434
solve,1.246995,-0.170355,0.634785,-0.747324,-0.918216,-0.686533,-0.401383,0.653304,-0.277501,-0.158774,-0.213229,-0.714579,-0.845407,-0.203399,-0.097199,0.099866,1.52768
pair,1.313014,-1.564211,-0.034603,1.042557,0.201642,-0.881815,0.71982,0.229214,0.680621,0.0508,0.15428,-0.310204,0.382028,-0.273858,-0.152926,0.580508,0.849783
hold,-0.286816,-0.813577,-0.696534,0.044321,-0.635658,-0.020985,0.426925,-0.21072,0.263054,0.251937,0.8419,0.294653,0.031109,1.767173,-0.597841,0.319056,0.958218
limit,1.260521,-0.708843,-1.095382,-0.196835,-0.420443,-0.047276,-0.503185,0.197569,-0.208696,0.160587,-0.17015,-0.76594,0.076317,0.873324,-0.893351,-0.72387,1.006632
special,0.638229,-0.599296,-0.121714,0.080966,-0.254274,-0.098328,0.055094,-0.104473,-0.070016,-0.395537,0.887114,-0.463257,0.064758,1.531299,0.559913,-0.547954,1.162855
generate,2.037107,-0.396439,-0.805598,-0.554066,-0.214451,-0.849016,-0.917918,0.155582,0.114263,-0.55641,-1.015235,-1.26977,-0.050351,0.286019,-0.563668,-0.328798,1.423536
coefficient,1.093918,-0.940116,0.266784,-0.083233,-0.412378,-1.008001,-0.255782,1.841596,1.139292,0.120751,-2.614879,-1.189101,-0.589141,-0.773452,-1.264533,0.288371,0.32508
standard,0.543948,-1.590915,-0.48197,0.090729,-0.000197,-0.672269,-0.821359,-0.257914,0.109523,0.278613,-0.718992,-1.50109,-0.069431,1.255179,-0.04793,-1.046477,1.593064
identity,0.589094,0.499588,0.687604,-1.230434,-0.982406,-1.405754,-0.639208,0.246637,-0.107102,0.287005,0.789876,-0.737889,0.068503,0.877301,-0.156652,0.347945,0.712854
four,0.808535,-1.285504,-0.65579,0.852679,0.226317,-0.177801,0.764999,-0.375739,0.671806,0.379325,0.517454,-0.008942,0.099153,1.416305,-0.350735,0.242033,0.895614
rule,-0.063756,-0.397594,-0.522255,-0.763246,-1.360432,-0.806315,-0.0167,0.293974,0.168767,1.799173,0.25265,-0.355383,-0.016293,1.367376,-0.064582,0.671317,0.970843
topological,0.713732,0.468205,1.572765,-1.064782,0.613363,-1.085761,-0.081287,1.249604,0.410732,0.284726,-1.730111,-1.096521,-0.764447,-1.631293,-0.692535,-0.588595,0.869736
