word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
zero,-0.762182,0.417946,-0.157241,0.345913,-0.203346,0.69055,0.661327,-0.213556,0.284305,0.558196,0.213149,-0.122924,-0.894013,0.032239,-1.038033,-0.531603,-0.261609,-0.389669,-0.218819,0.128889,-1.085642,0.629066,-0.470265,1.729831,-0.764172,-0.008682,0.377239,-0.323211,0.207869,-0.003331,-0.222919,-0.435597
algebraic,-0.19594,1.311355,-0.433128,1.206002,-0.123072,1.010103,1.126209,-1.249249,0.282532,0.634072,-0.653374,1.071595,-1.574762,-0.381953,-0.463112,-0.698263,0.002185,0.266721,-0.325018,0.659283,1.50761,0.483077,-1.239086,-0.061231,0.865378,0.35786,1.464691,-0.006352,1.370583,-0.188157,1.352688,-0.653876
formula,-1.294622,0.575151,0.835438,0.492725,-0.219145,0.930667,1.789321,0.303949,0.875617,0.595819,0.76492,-0.218612,-0.702099,0.18567,-0.041508,0.327677,-0.336909,-0.178265,-0.331275,0.162893,-1.00617,0.281178,-0.911422,0.205122,0.817477,0.532236,0.585405,-0.051888,0.587298,1.063719,0.228355,-0.791773
ring,-0.765984,0.567504,0.164493,-0.329313,0.519987,0.463595,0.41559,0.190769,0.492791,-1.136862,-0.002261,0.55752,-0.225215,0.249692,-1.285631,0.330238,0.010006,0.030543,0.214049,-0.215727,-0.448997,0.330305,0.117263,1.207954,-0.143335,0.111216,-0.210566,-0.054075,0.957183,-0.23502,-0.357397,-0.7913
edge,-0.885038,0.750624,-1.028768,-0.462734,0.117551,0.240674,-0.653951,0.293581,1.459935,-1.231278,0.341242,0.610458,-0.12488,-0.1769,-0.107487,-0.105338,0.55272,0.400791,-0.126902,0.059705,0.355221,0.737709,-0.111567,1.38269,-0.69591,-0.141943,-0.640615,0.388111,0.842252,0.049091,-0.464757,-0.508994
sum,-0.08924,-0.384668,-0.878154,-0.099259,0.171357,1.337655,0.887075,-0.581937,0.634164,1.723104,0.768554,-0.347364,-0.938262,-0.501549,-1.300818,-0.636972,0.068758,-0.48548,0.129294,0.157047,-0.862005,0.280721,-0.503364,-0.008921,0.3441,0.284526,0.121605,-0.375725,0.610318,-0.351979,-0.546466,-0.121072
plane,-0.548145,0.150094,-0.107611,0.1814,0.202674,-0.135254,-0.157548,0.751752,-0.181762,-1.043832,0.56145,0.331444,-0.720708,-0.048718,-1.033923,-0.310039,0.577408,0.112334,-0.054192,0.699563,-0.629811,0.247615,-0.767852,1.702423,-1.304219,-1.763404,0.140372,-0.801982,0.643164,0.047038,0.519346,-0.358669
analysis,-0.077135,0.898559,-0.437978,1.30667,-0.53405,-0.008195,0.376715,0.042535,0.305943,0.617017,0.405912,0.447466,-2.299864,-1.527464,0.751495,0.220739,0.064718,-0.490668,0.316877,0.433436,0.016353,1.233624,0.802216,0.326966,-0.172898,0.098211,1.248203,0.058808,1.270987,-0.114382,0.034078,0.271239
dimension,-0.813419,1.302873,-0.533561,0.071031,-0.26906,0.0756,0.338379,0.378528,0.634163,0.117796,0.28851,0.329009,-1.543393,0.024714,-1.211313,-1.167876,0.30293,0.224728,-0.463586,0.261417,0.014353,0.794157,-0.514282,0.892765,-0.517452,0.226454,0.57121,-0.170039,0.611941,0.277108,-0.232989,0.432128
curve,-1.140562,0.717411,-0.842461,0.428162,0.453518,1.084515,-0.648974,-0.274641,1.013135,0.038052,1.196106,1.061482,-0.530021,0.184404,-0.160241,-0.298694,0.567411,0.557087,-0.754902,1.382464,0.347238,1.100292,-0.869768,0.936005,-0.808986,-0.406454,0.003526,0.274456,1.069155,0.167847,0.003223,-0.799233
