word,1,2,3,4,5,6
approximation,0.732788,0.124118,-0.401569,1.273792,-2.537171,-0.768873
$\mathbb{Z}$,-0.715819,-1.116135,-0.573774,-0.049053,-0.427847,0.062272
mathematics,1.33414,1.190658,-0.699168,1.010895,-0.325489,1.925384
code,0.020294,-0.871632,-0.024102,2.087926,-0.318049,-0.096677
rank,-0.487394,-0.786498,0.673416,1.364479,1.300327,0.493747
characteristic,-0.00056,0.078987,1.029586,1.601388,-1.173615,-2.121955
binary,0.042358,-0.989274,-0.620652,1.310033,-2.109788,-0.785037
closed,-0.111761,-0.208676,-0.275716,1.51008,-0.636218,-1.539629
tangent,0.314329,-0.11625,-1.054332,0.209048,-2.046263,-1.784507
diagram,0.000832,0.134242,-0.717312,1.037317,-1.709405,-0.939085
divide,0.414577,-0.245597,0.875075,1.23448,0.830015,-1.598543
functional,0.468928,0.515316,0.098288,2.41255,-1.829084,-0.690916
abelian,1.050916,0.018692,-1.112345,0.563664,-2.647262,-1.192978
odd,-0.918347,-0.41078,0.67556,0.096357,-0.886652,-0.512423
action,-0.605845,-0.608298,2.010815,1.431772,-0.143327,0.037879
tiling,0.283376,0.276236,-1.856746,-0.791311,-2.158525,-2.020335
ratio,0.107662,-1.238757,-0.967706,2.12582,-0.964813,-1.486062
program,-1.006019,-0.229655,0.74431,2.917734,0.059586,1.527617
quadratic,1.096025,-0.190192,-0.853159,0.838382,-2.823832,-0.885218
cube,-1.099988,-0.513306,-0.681378,-0.120478,-1.496036,-0.927532
cycle,-0.362819,-0.196598,0.201395,1.350068,-0.405219,-0.970574
figure,-0.606016,-0.31636,1.573216,0.268839,0.1927,-0.616543
argument,0.462509,0.388628,2.04637,0.916741,-1.732432,0.142251
Riemann,1.333734,1.046772,-0.807782,0.130552,-2.301835,-0.474466
Euler,1.263566,0.79145,-0.635001,-0.107261,-1.923454,-0.830692
calculate,0.042311,-0.650466,-0.226604,1.968033,-1.527039,-0.848971
shape,-1.133396,0.066221,0.772451,0.829946,-0.751655,-3.017163
formal,0.931204,0.202474,1.6342,1.74395,-0.45973,-0.100262
derive,0.48966,0.017701,0.97678,0.933262,-0.595702,-1.57312
statistical,0.602323,1.00974,-0.58889,2.23024,-0.357742,0.493453
network,-0.843364,-0.529484,0.332679,2.717613,-0.149551,0.646988
estimate,0.352413,-0.693114,0.094346,2.2465,0.592267,-0.981252
norm,0.023548,0.419481,0.676517,1.08864,-1.472091,0.619961
polygon,-0.130445,-0.090386,-1.199927,-0.126124,-1.896373,-1.3473
permutation,0.712844,-0.670469,-1.060321,0.444958,-2.265739,-1.212698
world,-1.119074,-0.666114,1.538011,1.168771,1.238888,0.476822
maximum,-0.684342,-1.352314,-0.695845,2.491905,-0.126781,-1.665662
equivalence,1.28622,-0.161739,-0.410196,1.107225,-2.675018,-0.681997
parallel,-0.320753,-0.186506,0.063837,1.273905,-0.316523,-1.265715
numerical,0.906763,-0.039641,-0.232943,1.868935,-2.028096,-0.228985
orthogonal,0.732517,-0.770979,-0.849419,0.837444,-2.585974,-1.465779
isomorphic,0.952987,-0.457254,-1.185675,0.523916,-2.531052,-1.539578
connection,-0.104158,0.065085,0.830184,1.436226,0.030116,-0.39069
locally,0.071992,0.293274,0.103387,1.282998,0.070865,-1.427584
existence,0.685748,-0.092404,1.76045,0.884443,-0.395245,-0.79961
complexity,0.188635,0.21014,0.566802,1.836065,-2.440331,-0.090997
isomorphism,1.216402,-0.207911,-0.771536,0.449209,-2.624116,-1.208149
commutative,1.259721,0.762527,-0.885803,0.671025,-2.714679,-0.613265
quotient,0.797826,-0.776153,-0.987492,0.628882,-2.393166,-0.710177
half,-1.481679,-0.593631,1.088329,0.515642,1.061391,-1.180968
decomposition,0.544483,0.602945,-0.757553,0.993997,-2.480161,-1.238311
density,0.513957,-1.070195,-1.884493,2.276105,-0.089561,-2.223387
affine,1.001296,0.645858,-1.157073,0.424587,-2.214812,-1.461621
arbitrary,0.98787,-0.815743,0.489696,1.553752,-2.255343,-1.087928
morphism,1.410936,-0.494715,-1.435131,0.23652,-2.376555,-1.657101
scale,-0.301289,-0.082907,0.43458,1.964436,-0.510576,-1.46866
suppose,-0.139256,-0.337417,1.68144,0.39479,-0.945719,-0.874858
increase,-0.058278,-0.485849,0.778455,3.211003,0.076989,-1.549885
projection,-0.13861,0.032464,-0.374144,0.971351,-1.608458,-1.218476
