word,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
real,0.722681,0.01899,-0.586033,-0.60159,0.240932,-0.321995,-0.466225,-0.289169,0.308841,-0.516176,0.524649,0.497283,1.322372,-0.07804,0.101515,0.614658,0.071257,0.416297,0.06758,0.611914,0.568618,0.227737,-0.81798,-1.126475,0.330345,-0.405932,-0.204872,-0.005868,0.857483,0.353142,0.435109,-0.448465,0.346607,-0.79628,-0.691307,-0.10869,0.475302,0.123659,0.098632
property,0.877171,0.449704,0.062558,-0.837366,0.788731,-0.241167,-0.74784,0.168581,0.763222,-0.190031,0.044973,-0.280961,0.735645,0.473861,-0.541358,-0.129018,0.714011,0.014835,1.058696,0.341642,-0.825326,0.301753,-0.081628,-0.77336,0.338467,0.587656,-0.071877,1.362818,0.890421,0.487433,-0.152105,-0.876766,0.26949,0.466869,-0.823155,-1.308176,0.07025,0.054027,1.117903
geometry,-0.144883,1.31871,0.885464,0.149724,-0.539231,-0.748719,0.307557,-0.032441,0.700959,0.962806,0.41654,-0.655944,0.096718,1.987602,0.36271,-0.630728,0.28497,0.642513,0.878304,0.260897,-0.625599,0.867323,0.30578,-0.88841,0.179331,0.624515,0.324364,0.163776,0.685744,0.166789,0.752706,0.113796,-0.267623,-0.133378,-0.304934,0.511276,1.930678,-0.733123,-0.735221
complex,0.563029,0.602688,0.162277,-0.090722,-0.255399,-0.380685,-0.849337,-0.596511,1.188998,-0.096806,0.119404,-0.094823,0.269105,1.515585,0.055391,0.233487,0.426193,1.304767,0.420849,0.634314,0.006367,-0.259855,-0.171198,-0.502855,0.171884,0.725871,0.711891,1.096132,0.248185,-0.222496,-0.382969,-0.062667,-0.095076,-0.04844,-0.150337,-1.015704,0.735967,0.258747,0.597076
linear,0.29197,1.101019,0.431166,-0.388499,-1.026457,-1.446867,0.150987,0.099827,0.804219,0.197324,0.167334,-0.756949,-0.917782,1.150372,-0.327799,-1.336706,1.264914,0.825657,1.063652,0.287959,-0.098301,0.637868,-0.269081,-0.737726,0.714315,-0.039429,0.334372,0.540558,0.683726,-0.876191,0.415516,-0.693247,0.514928,-0.855963,-0.949556,0.019708,0.73365,-1.64784,-1.360893
polynomial,-0.313804,2.02675,0.539871,0.764488,0.978212,-1.178557,-0.227369,0.058417,0.188982,-0.001167,0.383366,0.691362,-0.99141,1.523148,-0.248766,-0.08081,0.770534,-0.961384,1.538681,1.032927,-0.169789,0.46707,1.340854,-0.35096,-0.19706,-0.042496,0.238428,0.160219,0.900949,-0.205702,1.14759,-0.73157,0.039138,-0.397687,-1.47494,1.802487,2.133101,-0.373924,-0.47748
algorithm,-0.16926,2.266362,-0.646325,-0.111605,-0.084921,-0.730189,0.563812,-0.764473,0.700712,0.69595,1.100651,-0.005819,-0.590874,1.791353,-0.887926,0.211492,-0.17531,-0.105044,1.538352,0.733905,0.871951,1.480766,0.256326,-0.531836,-0.148785,-0.340837,0.248892,0.977213,0.313032,-0.476505,1.15544,-1.128333,0.696805,-0.191103,-0.402469,1.211015,0.971342,-0.540175,0.037317
mathematician,-1.826842,1.639946,1.247634,-0.909062,0.344113,-0.146687,-0.623879,0.727852,-0.995464,0.669098,-0.24001,-1.036331,-0.220508,0.821643,1.17169,0.334848,0.581753,-1.442665,-0.741351,0.587801,0.242968,0.79177,-0.932794,-0.739121,0.776183,1.139154,0.538528,-1.090702,-0.328061,1.182127,0.58067,-0.922269,-0.183477,-0.291617,0.984444,1.049873,0.302905,-0.520731,-0.00847
definition,0.09424,0.301124,-0.241519,-0.243196,0.525486,-0.194745,-0.61985,0.308866,1.023702,0.623668,-0.244702,-0.91575,0.692724,1.509344,-0.0902,0.448512,-0.282148,0.481218,0.932106,0.021644,-0.120089,0.56766,-0.356992,-0.211614,-0.17675,-0.645838,-0.196551,1.359029,0.687868,-0.596265,0.997623,-0.300963,0.330936,-0.613256,-1.022512,0.265761,-0.177927,-0.443998,-0.547297
product,0.687722,0.211142,-0.966305,0.083568,1.190742,-0.724958,-0.873417,-0.508794,0.832094,-0.183862,1.699102,0.209093,0.630815,1.000674,-0.930176,-0.375932,-0.265555,1.299036,1.182021,-0.488016,-0.086035,0.180187,-0.897636,-1.04638,0.772603,0.767756,-0.8242,0.895193,0.454631,0.29929,0.48309,-0.096866,0.900328,0.33428,0.164526,-0.766687,-0.86942,-0.229161,-0.073951
